vehicle_id,vehicle_name,source_file,source_sheet,altitude_m,climb_time_setting_1_s,climb_time_wep_s,max_speed_wep_kmh,max_speed_wep_mps
p_400,P-400,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,90.0,71.0,528.0,146.66666666666666
p_400,P-400,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,181.0,142.0,544.0,151.11111111111111
p_400,P-400,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,274.0,214.0,560.0,155.55555555555554
p_400,P-400,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,368.0,294.0,575.0,159.72222222222223
p_400,P-400,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,475.0,390.0,563.0,156.38888888888889
p_400,P-400,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,609.0,510.0,550.0,152.77777777777777
p_39n_0,P-39N-0,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,572.0,158.88888888888889
p_39n_0,P-39N-0,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,62.0,46.0,594.0,165.0
p_39n_0,P-39N-0,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,122.0,92.0,618.0,171.66666666666666
p_39n_0,P-39N-0,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,181.0,139.0,643.0,178.61111111111111
p_39n_0,P-39N-0,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,245.0,194.0,640.0,177.77777777777777
p_39n_0,P-39N-0,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,321.0,259.0,629.0,174.72222222222223
p_39n_0,P-39N-0,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,414.0,337.0,618.0,171.66666666666666
p_39q_5,P-39Q-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,540.0,150.0
p_39q_5,P-39Q-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,65.0,48.0,561.0,155.83333333333334
p_39q_5,P-39Q-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,128.0,96.0,584.0,162.22222222222223
p_39q_5,P-39Q-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,191.0,146.0,604.0,167.77777777777777
p_39q_5,P-39Q-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,258.0,204.0,601.0,166.94444444444443
p_39q_5,P-39Q-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,339.0,273.0,590.0,163.88888888888889
p_39q_5,P-39Q-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,440.0,357.0,579.0,160.83333333333334
p_38e,P-38E,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,533.0,148.05555555555554
p_38e,P-38E,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,77.0,62.0,550.0,152.77777777777777
p_38e,P-38E,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,154.0,126.0,569.0,158.05555555555554
p_38e,P-38E,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,234.0,190.0,589.0,163.61111111111111
p_38e,P-38E,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,315.0,255.0,609.0,169.16666666666666
p_38e,P-38E,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,400.0,322.0,631.0,175.27777777777777
p_38e,P-38E,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,493.0,392.0,638.0,177.22222222222223
p_38g_1,P-38G-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,552.0,153.33333333333334
p_38g_1,P-38G-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,63.0,54.0,573.0,159.16666666666666
p_38g_1,P-38G-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,126.0,107.0,597.0,165.83333333333334
p_38g_1,P-38G-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,189.0,161.0,621.0,172.5
p_38g_1,P-38G-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,252.0,218.0,645.0,179.16666666666666
p_38g_1,P-38G-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,319.0,282.0,657.0,182.5
p_38g_1,P-38G-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,394.0,354.0,655.0,181.94444444444443
p_51,P-51,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,582.0,161.66666666666666
p_51,P-51,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,73.0,50.0,603.0,167.5
p_51,P-51,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,146.0,98.0,629.0,174.72222222222223
p_51,P-51,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,217.0,150.0,640.0,177.77777777777777
p_51,P-51,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,288.0,209.0,632.0,175.55555555555554
p_51,P-51,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,370.0,280.0,623.0,173.05555555555554
p_51,P-51,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,472.0,367.0,610.0,169.44444444444443
p_47d_25,P-47D-25,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,560.0,155.55555555555554
p_47d_25,P-47D-25,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,71.0,59.0,575.0,159.72222222222223
p_47d_25,P-47D-25,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,142.0,119.0,593.0,164.72222222222223
p_47d_25,P-47D-25,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,215.0,179.0,611.0,169.72222222222223
p_47d_25,P-47D-25,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,290.0,240.0,630.0,175.0
p_47d_25,P-47D-25,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,366.0,303.0,650.0,180.55555555555554
p_47d_25,P-47D-25,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,444.0,367.0,669.0,185.83333333333334
p_47d_28,P-47D-28,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,581.0,161.38888888888889
p_47d_28,P-47D-28,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,59.0,50.0,597.0,165.83333333333334
p_47d_28,P-47D-28,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,118.0,100.0,617.0,171.38888888888889
p_47d_28,P-47D-28,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,177.0,150.0,636.0,176.66666666666666
p_47d_28,P-47D-28,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,237.0,201.0,656.0,182.22222222222223
p_47d_28,P-47D-28,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,298.0,253.0,678.0,188.33333333333334
p_47d_28,P-47D-28,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,361.0,306.0,700.0,194.44444444444443
p_63a_5,P-63A-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,557.0,154.72222222222223
p_63a_5,P-63A-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,54.0,48.0,572.0,158.88888888888889
p_63a_5,P-63A-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,110.0,98.0,589.0,163.61111111111111
p_63a_5,P-63A-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,168.0,148.0,605.0,168.05555555555554
p_63a_5,P-63A-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,226.0,202.0,621.0,172.5
p_63a_5,P-63A-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,288.0,260.0,630.0,175.0
p_63a_5,P-63A-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,357.0,324.0,636.0,176.66666666666666
p_63a_10,P-63A-10,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,597.0,165.83333333333334
p_63a_10,P-63A-10,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,61.0,43.0,613.0,170.27777777777777
p_63a_10,P-63A-10,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,123.0,89.0,628.0,174.44444444444443
p_63a_10,P-63A-10,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,187.0,138.0,638.0,177.22222222222223
p_63a_10,P-63A-10,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,253.0,191.0,645.0,179.16666666666666
p_63a_10,P-63A-10,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,323.0,251.0,651.0,180.83333333333334
p_63a_10,P-63A-10,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,401.0,318.0,652.0,181.11111111111111
p_63c_5,P-63C-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,589.0,163.61111111111111
p_63c_5,P-63C-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,65.0,44.0,605.0,168.05555555555554
p_63c_5,P-63C-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,125.0,89.0,624.0,173.33333333333334
p_63c_5,P-63C-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,190.0,135.0,640.0,177.77777777777777
p_63c_5,P-63C-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,256.0,185.0,657.0,182.5
p_63c_5,P-63C-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,324.0,240.0,665.0,184.72222222222223
p_63c_5,P-63C-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,395.0,303.0,666.0,185.0
p_61c_1,P-61C-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,569.0,158.05555555555554
p_61c_1,P-61C-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,86.0,59.0,583.0,161.94444444444443
p_61c_1,P-61C-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,174.0,118.0,601.0,166.94444444444443
p_61c_1,P-61C-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,263.0,179.0,620.0,172.22222222222223
p_61c_1,P-61C-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,358.0,242.0,640.0,177.77777777777777
p_61c_1,P-61C-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,451.0,303.0,656.0,182.22222222222223
p_61c_1,P-61C-1,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,548.0,367.0,679.0,188.61111111111111
p_38j_15,P-38J-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,568.0,157.77777777777777
p_38j_15,P-38J-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,53.0,47.0,586.0,162.77777777777777
p_38j_15,P-38J-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,105.0,95.0,607.0,168.61111111111111
p_38j_15,P-38J-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,158.0,143.0,629.0,174.72222222222223
p_38j_15,P-38J-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,212.0,192.0,651.0,180.83333333333334
p_38j_15,P-38J-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,267.0,243.0,664.0,184.44444444444443
p_38j_15,P-38J-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,326.0,296.0,683.0,189.72222222222223
p_38l_5_lo,P-38L-5-LO,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,568.0,157.77777777777777
p_38l_5_lo,P-38L-5-LO,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,53.0,47.0,586.0,162.77777777777777
p_38l_5_lo,P-38L-5-LO,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,106.0,95.0,607.0,168.61111111111111
p_38l_5_lo,P-38L-5-LO,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,160.0,143.0,629.0,174.72222222222223
p_38l_5_lo,P-38L-5-LO,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,214.0,192.0,650.0,180.55555555555554
p_38l_5_lo,P-38L-5-LO,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,270.0,242.0,664.0,184.44444444444443
p_38l_5_lo,P-38L-5-LO,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,329.0,298.0,682.0,189.44444444444443
p_47n_15,P-47N-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,593.0,164.72222222222223
p_47n_15,P-47N-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,81.0,56.0,610.0,169.44444444444443
p_47n_15,P-47N-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,162.0,113.0,629.0,174.72222222222223
p_47n_15,P-47N-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,245.0,170.0,649.0,180.27777777777777
p_47n_15,P-47N-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,330.0,228.0,668.0,185.55555555555554
p_47n_15,P-47N-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,417.0,287.0,687.0,190.83333333333334
p_47n_15,P-47N-15,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,508.0,348.0,707.0,196.38888888888889
p_51d_5,P-51D-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,596.0,165.55555555555554
p_51d_5,P-51D-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,58.0,52.0,618.0,171.66666666666666
p_51d_5,P-51D-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,115.0,104.0,644.0,178.88888888888889
p_51d_5,P-51D-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,171.0,159.0,669.0,185.83333333333334
p_51d_5,P-51D-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,235.0,222.0,668.0,185.55555555555554
p_51d_5,P-51D-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,308.0,288.0,664.0,184.44444444444443
p_51d_5,P-51D-5,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,383.0,354.0,687.0,190.83333333333334
p_51d_30,P-51D-30,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,622.0,172.77777777777777
p_51d_30,P-51D-30,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,56.0,45.0,645.0,179.16666666666666
p_51d_30,P-51D-30,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,112.0,91.0,671.0,186.38888888888889
p_51d_30,P-51D-30,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,167.0,144.0,675.0,187.5
p_51d_30,P-51D-30,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,228.0,197.0,673.0,186.94444444444443
p_51d_30,P-51D-30,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,297.0,251.0,699.0,194.16666666666666
p_51d_30,P-51D-30,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,366.0,306.0,714.0,198.33333333333331
f_82e,F-82E,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,662.0,183.88888888888889
f_82e,F-82E,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,54.0,45.0,679.0,188.61111111111111
f_82e,F-82E,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,108.0,96.0,672.0,186.66666666666666
f_82e,F-82E,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,163.0,147.0,690.0,191.66666666666666
f_82e,F-82E,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,220.0,200.0,710.0,197.22222222222223
f_82e,F-82E,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,279.0,255.0,731.0,203.05555555555554
f_82e,F-82E,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,341.0,313.0,749.0,208.05555555555554
p_51h_5na,P-51H-5NA,WarThunder_FactChecker2.xlsx,USAAFUSAF,0.0,0.0,0.0,677.0,188.05555555555554
p_51h_5na,P-51H-5NA,WarThunder_FactChecker2.xlsx,USAAFUSAF,1000.0,49.0,35.0,700.0,194.44444444444443
p_51h_5na,P-51H-5NA,WarThunder_FactChecker2.xlsx,USAAFUSAF,2000.0,97.0,69.0,727.0,201.94444444444443
p_51h_5na,P-51H-5NA,WarThunder_FactChecker2.xlsx,USAAFUSAF,3000.0,145.0,106.0,754.0,209.44444444444443
p_51h_5na,P-51H-5NA,WarThunder_FactChecker2.xlsx,USAAFUSAF,4000.0,194.0,147.0,753.0,209.16666666666666
p_51h_5na,P-51H-5NA,WarThunder_FactChecker2.xlsx,USAAFUSAF,5000.0,247.0,194.0,750.0,208.33333333333331
p_51h_5na,P-51H-5NA,WarThunder_FactChecker2.xlsx,USAAFUSAF,6000.0,309.0,244.0,758.0,210.55555555555554
f3f_2,F3F-2,WarThunder_FactChecker2.xlsx,US Navy,0.0,0.0,0.0,384.0,106.66666666666666
f3f_2,F3F-2,WarThunder_FactChecker2.xlsx,US Navy,1000.0,56.0,50.0,407.0,113.05555555555556
f3f_2,F3F-2,WarThunder_FactChecker2.xlsx,US Navy,2000.0,111.0,101.0,416.0,115.55555555555556
f3f_2,F3F-2,WarThunder_FactChecker2.xlsx,US Navy,3000.0,173.0,159.0,414.0,115.0
f3f_2,F3F-2,WarThunder_FactChecker2.xlsx,US Navy,4000.0,237.0,215.0,437.0,121.38888888888889
f3f_2,F3F-2,WarThunder_FactChecker2.xlsx,US Navy,5000.0,304.0,277.0,436.0,121.11111111111111
f3f_2,F3F-2,WarThunder_FactChecker2.xlsx,US Navy,6000.0,386.0,352.0,428.0,118.88888888888889
f2a_1,F2A-1,WarThunder_FactChecker2.xlsx,US Navy,0.0,0.0,0.0,429.0,119.16666666666666
f2a_1,F2A-1,WarThunder_FactChecker2.xlsx,US Navy,1000.0,59.0,53.0,449.0,124.72222222222221
f2a_1,F2A-1,WarThunder_FactChecker2.xlsx,US Navy,2000.0,117.0,105.0,463.0,128.61111111111111
f2a_1,F2A-1,WarThunder_FactChecker2.xlsx,US Navy,3000.0,182.0,166.0,457.0,126.94444444444444
f2a_1,F2A-1,WarThunder_FactChecker2.xlsx,US Navy,4000.0,251.0,226.0,478.0,132.77777777777777
f2a_1,F2A-1,WarThunder_FactChecker2.xlsx,US Navy,5000.0,319.0,288.0,495.0,137.5
f2a_1,F2A-1,WarThunder_FactChecker2.xlsx,US Navy,6000.0,398.0,361.0,488.0,135.55555555555554
f2a_3,F2A-3,WarThunder_FactChecker2.xlsx,US Navy,0.0,0.0,0.0,493.0,136.94444444444443
f2a_3,F2A-3,WarThunder_FactChecker2.xlsx,US Navy,1000.0,72.0,59.0,508.0,141.11111111111111
f2a_3,F2A-3,WarThunder_FactChecker2.xlsx,US Navy,2000.0,149.0,124.0,508.0,141.11111111111111
f2a_3,F2A-3,WarThunder_FactChecker2.xlsx,US Navy,3000.0,232.0,191.0,525.0,145.83333333333334
f2a_3,F2A-3,WarThunder_FactChecker2.xlsx,US Navy,4000.0,316.0,259.0,542.0,150.55555555555554
f2a_3,F2A-3,WarThunder_FactChecker2.xlsx,US Navy,5000.0,409.0,336.0,541.0,150.27777777777777
f2a_3,F2A-3,WarThunder_FactChecker2.xlsx,US Navy,6000.0,518.0,425.0,539.0,149.72222222222223
f4f_3,F4F-3,WarThunder_FactChecker2.xlsx,US Navy,0.0,0.0,0.0,473.0,131.38888888888889
f4f_3,F4F-3,WarThunder_FactChecker2.xlsx,US Navy,1000.0,78.0,71.0,481.0,133.61111111111111
f4f_3,F4F-3,WarThunder_FactChecker2.xlsx,US Navy,2000.0,166.0,152.0,478.0,132.77777777777777
f4f_3,F4F-3,WarThunder_FactChecker2.xlsx,US Navy,3000.0,257.0,233.0,502.0,139.44444444444443
f4f_3,F4F-3,WarThunder_FactChecker2.xlsx,US Navy,4000.0,353.0,324.0,505.0,140.27777777777777
f4f_3,F4F-3,WarThunder_FactChecker2.xlsx,US Navy,5000.0,462.0,432.0,505.0,140.27777777777777
f4f_3,F4F-3,WarThunder_FactChecker2.xlsx,US Navy,6000.0,575.0,545.0,528.0,146.66666666666666
f4f_4,F4F-4,WarThunder_FactChecker2.xlsx,US Navy,0.0,0.0,0.0,472.0,131.11111111111111
f4f_4,F4F-4,WarThunder_FactChecker2.xlsx,US Navy,1000.0,82.0,75.0,481.0,133.61111111111111
f4f_4,F4F-4,WarThunder_FactChecker2.xlsx,US Navy,2000.0,174.0,160.0,477.0,132.5
f4f_4,F4F-4,WarThunder_FactChecker2.xlsx,US Navy,3000.0,271.0,245.0,502.0,139.44444444444443
f4f_4,F4F-4,WarThunder_FactChecker2.xlsx,US Navy,4000.0,372.0,341.0,504.0,140.0
f4f_4,F4F-4,WarThunder_FactChecker2.xlsx,US Navy,5000.0,488.0,455.0,504.0,140.0
f4f_4,F4F-4,WarThunder_FactChecker2.xlsx,US Navy,6000.0,609.0,576.0,526.0,146.11111111111111
f4u_1a,F4U-1a,WarThunder_FactChecker2.xlsx,US Navy,0.0,0.0,0.0,589.0,163.61111111111111
f4u_1a,F4U-1a,WarThunder_FactChecker2.xlsx,US Navy,1000.0,60.0,55.0,593.0,164.72222222222223
f4u_1a,F4U-1a,WarThunder_FactChecker2.xlsx,US Navy,2000.0,127.0,111.0,614.0,170.55555555555554
f4u_1a,F4U-1a,WarThunder_FactChecker2.xlsx,US Navy,3000.0,194.0,167.0,633.0,175.83333333333334
f4u_1a,F4U-1a,WarThunder_FactChecker2.xlsx,US Navy,4000.0,263.0,224.0,660.0,183.33333333333334
f4u_1a,F4U-1a,WarThunder_FactChecker2.xlsx,US Navy,5000.0,333.0,286.0,661.0,183.61111111111111
f4u_1a,F4U-1a,WarThunder_FactChecker2.xlsx,US Navy,6000.0,411.0,351.0,686.0,190.55555555555554
f4u_1a_usmc,F4U-1a USMC,WarThunder_FactChecker2.xlsx,US Navy,0.0,0.0,0.0,595.0,165.27777777777777
f4u_1a_usmc,F4U-1a USMC,WarThunder_FactChecker2.xlsx,US Navy,1000.0,60.0,55.0,596.0,165.55555555555554
f4u_1a_usmc,F4U-1a USMC,WarThunder_FactChecker2.xlsx,US Navy,2000.0,126.0,110.0,615.0,170.83333333333334
f4u_1a_usmc,F4U-1a USMC,WarThunder_FactChecker2.xlsx,US Navy,3000.0,193.0,166.0,639.0,177.5
f4u_1a_usmc,F4U-1a USMC,WarThunder_FactChecker2.xlsx,US Navy,4000.0,261.0,222.0,665.0,184.72222222222223
f4u_1a_usmc,F4U-1a USMC,WarThunder_FactChecker2.xlsx,US Navy,5000.0,330.0,283.0,676.0,187.77777777777777
f4u_1a_usmc,F4U-1a USMC,WarThunder_FactChecker2.xlsx,US Navy,6000.0,407.0,348.0,691.0,191.94444444444443
f6f_5,F6F-5,WarThunder_FactChecker2.xlsx,US Navy,0.0,0.0,0.0,583.0,161.94444444444443
f6f_5,F6F-5,WarThunder_FactChecker2.xlsx,US Navy,1000.0,59.0,56.0,580.0,161.11111111111111
f6f_5,F6F-5,WarThunder_FactChecker2.xlsx,US Navy,2000.0,124.0,113.0,596.0,165.55555555555554
f6f_5,F6F-5,WarThunder_FactChecker2.xlsx,US Navy,3000.0,192.0,171.0,615.0,170.83333333333334
